marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,51917717,R37OAEJ59YZR20,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,4,6,12,N,N,Redeems the series,"The Outlander series are my favorite books of all time, period.  But after reading the Fiery Cross, I was a bit let down, as many people were, and afraid that the rest of the series would just continue to go downhill.  So when A Breath of Snow and Ashes came out, I was so glad to see that it was getting good reviews.  I finally got to read it this week and was not disappointed in the least. <br />All the characters we know and love are back, and Brianna seems to have finally grow up.  She has been my least favorite character since the second book, but this time around she was actually likeable (for the most part).  At certain points this book became so intense that I actually had to put it down and take a break for awhile, but not all readers will have this experience, only ones that are practically obsessed with this series (and who's friends have to remind them, \\""Jamie is NOT a real person!).    <br />So basically, if you have read the previous books, just read this one. Please.  You won't regret it.  The only reason I didn't give this one five stars is that I think nothing can top Outlander and Dragonfly in Amber.  If I could give this 4.5, I would. <br /> <br />One thing I have wondered about - if Claire dies back in the 1700's, then she'll be born again in 1918, go back in time in 1946, die in the 1700's, be born in 1918, and just keep repeating this forever.  For all she knows this could be her tenth time doing this.  I haven't seen this matter dealt with in the books.  Did I just miss it or something?",10/14/2005
US,50970785,R2PQ9EPQO25N5C,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,5,22,28,N,N,A Ripping Yarn,"Gabaldon doesn't disappoint in the sixth installment of her Outlander series.  It's another great story with wonderful characters we've come to know and love.   <br /> <br />I re-read the earlier books just before Snow & Ashes was published, and must admit that the series struck me a little bit like an old movie serial--with perilous situation after perilous situation.  And read back-to-back like that, it got a tad tedious, though I was pleased that in this book neither Claire nor Jamie were in mortal peril until after page 200.  On the whole, though, I found it a good mix of the exciting and the mundane.  (Unlike some reviewers in this forum, I very much like the depiction of details of their everyday life, and the ways Claire brings a little 20th-century medicine to 18th-century North Carolina.) <br /> <br />I don't quite understand the cries of \\""Cliffhanger. Aaagghh!\\"" I've seen here.  I thought the ending was very straight-forward with no major questions left unanswered (except, perhaps, how Roger and Brianna afford their new real estate).  Perhaps I am taking things too much at face value, but I thought many more old questions were answered than new ones asked. <br /> <br />There were some quibbles with the book--I found Jocasta's behavior revealed at the end rather unbelievable, for example--but on the whole I thought it was a great volume.  I, too, enjoyed seeing old friends like Ian and Lord John, and watching Claire and Jamie's relationship mature and develop.  I can't imagine any fan of the series being disappointed in this book.",10/13/2005
US,12075822,R1OB6LY60DN2D,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,1,54,92,N,N,"sadly, worse than the last one","I was worried about this novel because the last one went so wrong, imho. This one is, I hate to say it, worse, but for diffrent reasons. <br /> <br />A 55 year old woman is raped and then rescued by her husband. His first thought is to have sex with her in case she's fallen pregnant by her attackers. She seems to think this is a good idea. How offensive is this? Let me count the ways. <br /> <br />Rape isn't about sex, first of all. It's about violence. Jamie doesn't understand that, which might be expected given his time and place, but you'd think Claire would set him straight. You'd also think that her general health and state of mind would be more important to him than any worries about pregnancy. In a purely biological sense, I assume Claire is not exempt from menopause just because she time travels.  Most of all I just can't accept the idea of her being raped, and then being interested in sex with a husband who is so callous and self centered. If that is true to Jamie's character, I don't like what he's become. <br /> <br />Also, I can't believe I'm the only person disturbed by the general homophobia.   Claire suggests that John Gray is interested in Jamie's son because of the resemblance. This is a stereotype more destructive than most, that gay men are all interested in young boys. I had to read the passage a couple times before I could believe what I was reading. If that is true to Clair's character, I don't like what she's become. <br /> <br />In short, I don't like what has become of any of the characters or the series as a whole, and I'm saddened by the decline of the story.",10/13/2005
US,51369156,R18HTURV90TOLY,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,5,11,17,N,Y,What a treat!,"Another great read in this series.  Like others, i was not blown away by FC when I read it -- the first time.  But last month when time was ticking down to the publishing date for Breath of Snow and Ashes, i thought i would give it a re-read (normally i start the entire series over again, but i think i can resite most of the first few books by now...) I have to say, reading Fiery Cross the 2nd time -- i actually liked it much better than the first time.  I felt i got more out of it and it led me right into this book, so i am glad i re-read it.  <br />   <br />Breath of Snow and Ashes was great, and as others have said nearly as good as the first books.  I enjoyed Brianna coming into her own as a woman and her struggle to keep some the 20th century in her life.   It was good to see some excitement again with Claire and see Jamie continue to show his love and commitment.   I was very glad to see Ian back, he too is one of my favorite characters.    <br /> <br />The growth in Roger was some of the best part of the book and clever on Ms Gabaldon's part because it happened casually and deep into the book, you recognized he was finally comfortable in the past and has started to become Jamie's equal well, except maybe in the love scenes.. but what are you gonna do, Jamie and Claire are pushing 60, how much more bodice ripping can they do? <br /> <br />I purposely did not read any reviews until after i finished the book, so it was mixed feelings for me when it ended -- glad there was more, but kind of miffed as i read it til nearly the end believeing this was the last book.  Like others, i kept waiting for sample scenes i had read on line over the last couple of years.   But, ok the trade off of 1 or 2 more books -- totally worth it.   <br /> <br />Thank you Ms Gabaldon for a great read, thanks for tieing up some loose ends and bringing us right up to the Revolution, very clever.  Claire knows it is coming, Jamie knows it coming and we know it is coming.  Now I cant wait tosee who they meet along the way to freedom.  Make it happen soon!!",10/12/2005
US,51841474,R2M3YQPLS7YFRX,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,4,10,17,N,N,How Does Ms. Gabaldon Do It?,"There are authors who seem to lose some spark when they write a series of books like Ms Gabaldon's. This author manages to keep the characters fresh and one looks forward to seeing their progression. I like the theme of A Breath of Snow and Ashes; the lead-up to the American Revolution is so interesting, the pivotal part of our history. I look forward to the next installment (please, Ms. Gabaldon!).<br /><br />My only thought of this book, not even a criticism, is I wish the author would refresh our memory with recurring characters as they appear. I found myself distracted by trying to remember who was who and what was what. I have read all the books, but I read a lot of books and do not remember details of past reads.<br /><br />I loved this book and the whole series!",10/12/2005
US,50660109,R1G1K9NFH095XC,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,5,10,16,N,Y,Thanks for another wonderful escape,"I have enjoyed each of the novels ever since my best friend got me addicted, and found that the second and third readings were even better.  This one did not disappoint and the characters have reached a maturity that is believable.  Time heals wounds and people grow and change - I liked that the characters are never stagnant - and more importantly that the author recognizes that.",10/12/2005
US,45223608,R32EWLYSIG7BRU,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,5,13,20,N,N,Mainly Agreement with Others:  Contains SPOILERS though,"Most of the others have hit the nail on the head; this was definitely more exciting than both Drums of Autumn and the Fiery Cross.  While I didn't pan the Fiery Cross as much as most, it was a bit slow but picked up halfway through.  This book, however, just grabs you and runs.   <br /> <br />Although I feel largely inadequate cricitizing writing that is obviously of such tremendous quality, I am compelled as a true \\""Gabaldonofile\\"" to be honest.  While it was nice to see the focus shift back to the main characters, I did find a few things unbelievable.  (Although if one were to be honest, couldn't we argue that the entire story is such?)  :)   <br /> <br />SPOILER:  This time it was Claire's turn to be hovering near death instead of Jamie.  The kidnapping segment was awesome, and I couldn't help but get goosebumps when Jamie says, \\""It is I who kills for her.\\""  (Although to be fair, Jamie, she has done a pretty good job of killing when she's needed to both without and for you.)   <br /> <br />SPOILER:  Claire's bout with fever was also very exciting, although it seemed like Jamie and especially Brianna were almost, well, nonchalant.  I know that many might disagree, as the author goes out of her way to show Jamie's concern (shadows under the eyes and tears), but it just seemed odd to me that he would be out there splitting kindling and performing every day tasks while the love of his life was dying; he was in his study whilst Malva (had a hard time buying that whole \\""apprentice of the heart\\"" storyline) was making eyes at him; why wasn't he up with Claire?  I guess one might say that Gabaldon portrays convincingly that life goes on no matter what, but darn it, Claire barely left his side through his (can it be only 5?) illnesses and near death experiences.  And we only got one brief touching scene with Brianna after Claire was on the road to recovery, although I suppose the assumption is that she she couldn't endanger her children in the sickroom.   <br /> <br />Again, SPOILER ALERT:  The goodbye scene at the end, particularly Jamie and Brianna, left a lump in my throat, but it also seemed a bit, well, abrupt.   <br /> <br />For the Lord's sake, Diana, please don't leave us hanging about William!  I found myself reading ahead to get to that part, having read the scene a year ago.  I cannot wait until the next installment. <br /> <br />Anyway, these are trifling matters.  Overall, this is an excellent read.  Far be it from me (a mere mortal) to question this author's choices.  But I think many of these reviews show how many of us feel such ownership of these characters.  Towards the end of the book I began feeling a bit sad; I'll have to wait another three years or so (or more!) to find out what happens to these people that I have been reading about for 11 years.  While it's rather embarassing to admit this, I feel as though Jamie and Claire have become friends of mine, and I am loath to part with them, which I think, says it all.   <br /> <br />Keep up the good work, Diana.  Your writing has really had a positive influence in my life.   <br />",10/11/2005
US,13507988,RE279RX6Q53F0,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,4,9,17,N,N,6 Books - Thousands of pages - questions answered and that final one asked,My sister and I have anticipated each and every book as it became available and would actually spend the money to buy the hardcover version (quite a feat for any author to produce work that the queens of second hand books will spend that kind of money on) This was definately her crowning glory. It was fairly fast paced (a rarity for some of her books)involved all the characters that you could possibly want to know what happened to and reached a suprisingly believeable ending. All in all the ends have been neatly (too neatly?) tied together and we are left with just the final question hanging.............the last page. Enjoy the book and definately do NOT skip to the end,10/11/2005
US,52680736,R25TGA2I5LLPL7,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,2,42,76,N,N,Deeply Disappointed and Somewhat Offended,"Wow.  I envy those who loved this disappointing installment of an epic series.<br /><br />I adored all of the previous books in the Outlander series, and I even liked The Fiery Cross, unlike so many others.  But I have only read 100 pages of \\""A Breath of Snow and Ashes\\"" and I am appalled.  I am not even sure I want to finish it and risk tarnishing my affection for all of Ms. Gabaldon's other tales.  SPOILERS ahead (though minor).<br /><br />What I find most disturbing is the crassness of the narrative and the apparant disregard for the history of the characters.<br /><br />SPOILERS:  The scene where Roger forces (albeit drunkenly) himself on Brianna - with Jem nestled sleeping at her side - and Brianna's response to it was astonishing.  Did \\""The Fiery Cross\\"" not devote HUNDREDS of pages detailing the deep-seated emotional scars left by Stephen Bonnet's rape of Brianna????? Is this the same Roger who before always sensitively and tenderly restrained his lust in respect of her scars? Does this not matter to Roger anymore?  Does it no longer bother Brianna?  If so... HOW? WHY?  WHAT HAPPENED?<br /><br />And the late-night visit of the Cherokee girls to Jamie while he and Ian were visiting... Ian's amusement struck me as improbable, as did (devoutly Catholic and deeply committed)Jamie's decision to allow the naked girls to sleep with him.  Would Claire have been amused by this as well?  I don't think so.<br /><br />I assure you that I am no prude but it seems to me that in \\""A Breath of Snow and Ashes\\"" Ms. Gabaldon has abandoned romance and passion for light porn; traded clever and seamless integration of historical events, time-travel and a truly remarkable fictional romance for crass dialogue and indifferent adventures; and worst of all... forsaken the integrity of the characters - as well as her own painstaking and tender work in building those characters - for sensationalistic filler material.<br /><br />On the other hand I have long dreaded the conclusion of this series and the necessity of saying goodbye to so many beloved characters... I should probably thank Ms. Gabaldon for making the transition so very easy.lusion of this series and the necessity of saying goodbye to so many beloved characters... I should probably thank Ms. Gabaldon for making the transition so very easy.",10/11/2005
US,36116756,R2XYJQQFXYICPG,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,5,1,7,N,N,Just Awesome!!!,I could not put it down!!!! What a magnificent masterpiece!!!!! <br />Im so happy it's not the last book!! This book answered many questions I laughed and cried with it!!! Kudos to you Diana!!!!!!,10/10/2005
US,50001942,R1M6SMQ7JINJR8,307276902,641692200,A Million Little Pieces,Books,4,2,4,N,N,Disturbing and raw,"In his memoir \\""A Million Little Pieces,\\"" James Grey wrote about his days at a rehabilitation center in Minneosta as a severe drug addict and alcoholic. Wanted in three states for various felonies, he found himself on a plane heading towards Chicago, with a broken nose, bloodied eyes, wounds on his cheeks, four teeth were missing, and basically no recollection of what happened. His parents met him at the airport and they drove him to the rehab center. In rehab, James wrote about the gruelling headaches and vomits, the difficulty of concentrating and just plain difficult. There, he became friends with a Las Vegas mobster, a judge, an administrator of a Catholic university and a former prostitute.  <br /> <br />This book is extremely disturbing and raw. James Grey was extremely graphic in his description of pain and suffering. He described having gone through root canal surgeries on two of his teeth without any medication and the picture that he painted was one very mesmerizing and yet disturbing. He was successful in describing his days in the rehab and his slow but successful completion of the program. I would not recommend this to anyone as it was very graphic and contained lots of expletives.",10/14/2005
